ReactioneName,ReactionID,Category,Class,EntityName,UniprotID
Phosphorylation of STATs,R-HSA-1470009,Input,SimpleEntity,UniProt:P06239 LCK,P06239
Phosphorylation of STATs,R-HSA-1470009,Input,SimpleEntity,UniProt:P12931-1 SRC,P12931
Phosphorylation of STATs,R-HSA-1470009,Input,SimpleEntity,UniProt:P07947 YES1,P07947
Phosphorylation of STATs,R-HSA-1470009,Input,SimpleEntity,UniProt:P07948 LYN,P07948
Phosphorylation of STATs,R-HSA-1470009,Input,SimpleEntity,UniProt:P10721 KIT,P10721
Phosphorylation of STATs,R-HSA-1470009,Input,SimpleEntity,UniProt:P21583-1 KITLG,P21583
Phosphorylation of STATs,R-HSA-1470009,Input,SimpleEntity,UniProt:O60674 JAK2,O60674
Phosphorylation of STATs,R-HSA-1470009,Input,SimpleEntity,UniProt:P51692 STAT5B,P51692
Phosphorylation of STATs,R-HSA-1470009,Input,SimpleEntity,UniProt:P40763 STAT3,P40763
Phosphorylation of STATs,R-HSA-1470009,Input,SimpleEntity,UniProt:P42229 STAT5A,P42229
Phosphorylation of STATs,R-HSA-1470009,Input,SimpleEntity,UniProt:P42224 STAT1,P42224
Phosphorylation of STATs,R-HSA-1470009,Input,Complex,UniProt:P06241 FYN,P06241
Phosphorylation of STATs,R-HSA-1470009,Input,Complex,UniProt:P06239 LCK,P06239
Phosphorylation of STATs,R-HSA-1470009,Input,Complex,UniProt:P12931-1 SRC,P12931
Phosphorylation of STATs,R-HSA-1470009,Input,Complex,UniProt:P07947 YES1,P07947
Phosphorylation of STATs,R-HSA-1470009,Input,Complex,UniProt:P07948 LYN,P07948
Phosphorylation of STATs,R-HSA-1470009,Input,Complex,UniProt:P10721 KIT,P10721
Phosphorylation of STATs,R-HSA-1470009,Input,Complex,UniProt:P21583-1 KITLG,P21583
Phosphorylation of STATs,R-HSA-1470009,Input,Complex,UniProt:O60674 JAK2,O60674
Phosphorylation of STATs,R-HSA-1470009,Input,Complex,UniProt:P51692 STAT5B,P51692
Phosphorylation of STATs,R-HSA-1470009,Input,Complex,UniProt:P40763 STAT3,P40763
Phosphorylation of STATs,R-HSA-1470009,Input,Complex,UniProt:P42229 STAT5A,P42229
Phosphorylation of STATs,R-HSA-1470009,Input,Complex,UniProt:P42224 STAT1,P42224
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,SimpleEntity,UniProt:P06241 FYN,P06241
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,SimpleEntity,UniProt:P06239 LCK,P06239
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,SimpleEntity,UniProt:P12931-1 SRC,P12931
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,SimpleEntity,UniProt:P07947 YES1,P07947
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,SimpleEntity,UniProt:P07948 LYN,P07948
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,SimpleEntity,UniProt:P10721 KIT,P10721
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,SimpleEntity,UniProt:P21583-1 KITLG,P21583
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,Complex,UniProt:P06241 FYN,P06241
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,Complex,UniProt:P06239 LCK,P06239
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,Complex,UniProt:P12931-1 SRC,P12931
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,Complex,UniProt:P07947 YES1,P07947
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,Complex,UniProt:P07948 LYN,P07948
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,Complex,UniProt:P10721 KIT,P10721
Phosphorylation of p-KIT on Y900 by Src kinases,R-HSA-1472121,Input,Complex,UniProt:P21583-1 KITLG,P21583
Dimerization of STATs,R-HSA-1470010,Input,Complex,UniProt:P42224-1 STAT1,P42224
Dimerization of STATs,R-HSA-1470010,Input,Complex,UniProt:P51692 STAT5B,P51692
Dimerization of STATs,R-HSA-1470010,Input,Complex,UniProt:P42229 STAT5A,P42229
Dimerization of STATs,R-HSA-1470010,Input,Complex,UniProt:P40763 STAT3,P40763
Dimerization of STATs,R-HSA-1470010,Input,Complex,UniProt:P06241 FYN,P06241
Dimerization of STATs,R-HSA-1470010,Input,Complex,UniProt:P06239 LCK,P06239
Dimerization of STATs,R-HSA-1470010,Input,Complex,UniProt:P12931-1 SRC,P12931
Dimerization of STATs,R-HSA-1470010,Input,Complex,UniProt:P07947 YES1,P07947
Dimerization of STATs,R-HSA-1470010,Input,Complex,UniProt:P07948 LYN,P07948
Dimerization of STATs,R-HSA-1470010,Input,Complex,UniProt:P10721 KIT,P10721
Dimerization of STATs,R-HSA-1470010,Input,Complex,UniProt:P21583-1 KITLG,P21583
Dimerization of STATs,R-HSA-1470010,Input,Complex,UniProt:O60674 JAK2,O60674
Dimerization of KIT upon SCF binding,R-HSA-205231,Input,Complex,UniProt:P10721 KIT,P10721
Dimerization of KIT upon SCF binding,R-HSA-205231,Input,Complex,UniProt:P21583-1 KITLG,P21583
Dimerization of KIT upon SCF binding,R-HSA-205231,Input,EntityWithAccessionedSequence,UniProt:P10721 KIT,P10721
Dimerization of KIT upon SCF binding,R-HSA-205231,Input,EntityWithAccessionedSequence,UniProt:P21583-1 KITLG,P21583
Disassociation and translocation of STATs to the nucleus,R-HSA-1470012,Input,Complex,UniProt:P42224-1 STAT1,P42224
Disassociation and translocation of STATs to the nucleus,R-HSA-1470012,Input,Complex,UniProt:P51692 STAT5B,P51692
Disassociation and translocation of STATs to the nucleus,R-HSA-1470012,Input,Complex,UniProt:P42229 STAT5A,P42229
Disassociation and translocation of STATs to the nucleus,R-HSA-1470012,Input,Complex,UniProt:P40763 STAT3,P40763
Disassociation and translocation of STATs to the nucleus,R-HSA-1470012,Input,Complex,UniProt:P06241 FYN,P06241
Disassociation and translocation of STATs to the nucleus,R-HSA-1470012,Input,Complex,UniProt:P06239 LCK,P06239
Disassociation and translocation of STATs to the nucleus,R-HSA-1470012,Input,Complex,UniProt:P12931-1 SRC,P12931
Disassociation and translocation of STATs to the nucleus,R-HSA-1470012,Input,Complex,UniProt:P07947 YES1,P07947
Disassociation and translocation of STATs to the nucleus,R-HSA-1470012,Input,Complex,UniProt:P07948 LYN,P07948
Disassociation and translocation of STATs to the nucleus,R-HSA-1470012,Input,Complex,UniProt:P10721 KIT,P10721
Disassociation and translocation of STATs to the nucleus,R-HSA-1470012,Input,Complex,UniProt:P21583-1 KITLG,P21583
Disassociation and translocation of STATs to the nucleus,R-HSA-1470012,Input,Complex,UniProt:O60674 JAK2,O60674
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,SimpleEntity,UniProt:Q07889 SOS1,Q07889
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,SimpleEntity,UniProt:P62993-1 GRB2,P62993
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,SimpleEntity,UniProt:P10721 KIT,P10721
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,SimpleEntity,UniProt:P21583-1 KITLG,P21583
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,SimpleEntity,UniProt:P01116-2 KRAS,P01116
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,SimpleEntity,UniProt:P01111 NRAS,P01111
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,SimpleEntity,UniProt:P01116-1 KRAS,P01116
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,SimpleEntity,UniProt:P01112 HRAS,P01112
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,Complex,UniProt:Q07889 SOS1,Q07889
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,Complex,UniProt:P62993-1 GRB2,P62993
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,Complex,UniProt:P10721 KIT,P10721
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,Complex,UniProt:P21583-1 KITLG,P21583
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,Complex,UniProt:P01116-2 KRAS,P01116
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,Complex,UniProt:P01111 NRAS,P01111
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,Complex,UniProt:P01116-1 KRAS,P01116
Activation of RAS by p-KIT bound SOS1,R-HSA-1433471,Input,Complex,UniProt:P01112 HRAS,P01112
Autophosphorylation of KIT,R-HSA-205289,Input,Complex,UniProt:P10721 KIT,P10721
Autophosphorylation of KIT,R-HSA-205289,Input,Complex,UniProt:P21583-1 KITLG,P21583
Autophosphorylation of KIT,R-HSA-205289,Input,Complex,UniProt:P17252 PRKCA,P17252
Autophosphorylation of KIT,R-HSA-205289,Input,SimpleEntity,UniProt:P10721 KIT,P10721
Autophosphorylation of KIT,R-HSA-205289,Input,SimpleEntity,UniProt:P21583-1 KITLG,P21583
Autophosphorylation of KIT,R-HSA-205289,Input,SimpleEntity,UniProt:P17252 PRKCA,P17252
Dimerization of sSCF,R-HSA-1433395,Input,EntityWithAccessionedSequence,UniProt:P21583-1 KITLG,P21583
Recruitment of STATs,R-HSA-1433456,Input,DefinedSet,UniProt:P06241 FYN,P06241
Recruitment of STATs,R-HSA-1433456,Input,DefinedSet,UniProt:P06239 LCK,P06239
Recruitment of STATs,R-HSA-1433456,Input,DefinedSet,UniProt:P12931-1 SRC,P12931
Recruitment of STATs,R-HSA-1433456,Input,DefinedSet,UniProt:P07947 YES1,P07947
Recruitment of STATs,R-HSA-1433456,Input,DefinedSet,UniProt:P07948 LYN,P07948
Recruitment of STATs,R-HSA-1433456,Input,DefinedSet,UniProt:P10721 KIT,P10721
Recruitment of STATs,R-HSA-1433456,Input,DefinedSet,UniProt:P21583-1 KITLG,P21583
Recruitment of STATs,R-HSA-1433456,Input,DefinedSet,UniProt:O60674 JAK2,O60674
Recruitment of STATs,R-HSA-1433456,Input,DefinedSet,UniProt:P51692 STAT5B,P51692
Recruitment of STATs,R-HSA-1433456,Input,DefinedSet,UniProt:P40763 STAT3,P40763
Recruitment of STATs,R-HSA-1433456,Input,DefinedSet,UniProt:P42229 STAT5A,P42229
Recruitment of STATs,R-HSA-1433456,Input,DefinedSet,UniProt:P42224 STAT1,P42224
Recruitment of STATs,R-HSA-1433456,Input,Complex,UniProt:P06241 FYN,P06241
Recruitment of STATs,R-HSA-1433456,Input,Complex,UniProt:P06239 LCK,P06239
Recruitment of STATs,R-HSA-1433456,Input,Complex,UniProt:P12931-1 SRC,P12931
Recruitment of STATs,R-HSA-1433456,Input,Complex,UniProt:P07947 YES1,P07947
Recruitment of STATs,R-HSA-1433456,Input,Complex,UniProt:P07948 LYN,P07948
Recruitment of STATs,R-HSA-1433456,Input,Complex,UniProt:P10721 KIT,P10721
Recruitment of STATs,R-HSA-1433456,Input,Complex,UniProt:P21583-1 KITLG,P21583
Recruitment of STATs,R-HSA-1433456,Input,Complex,UniProt:O60674 JAK2,O60674
Recruitment of STATs,R-HSA-1433456,Input,Complex,UniProt:P51692 STAT5B,P51692
Recruitment of STATs,R-HSA-1433456,Input,Complex,UniProt:P40763 STAT3,P40763
Recruitment of STATs,R-HSA-1433456,Input,Complex,UniProt:P42229 STAT5A,P42229
Recruitment of STATs,R-HSA-1433456,Input,Complex,UniProt:P42224 STAT1,P42224
GRB2:SOS interacts with p-KIT,R-HSA-205286,Input,Complex,UniProt:Q07889 SOS1,Q07889
GRB2:SOS interacts with p-KIT,R-HSA-205286,Input,Complex,UniProt:P62993-1 GRB2,P62993
GRB2:SOS interacts with p-KIT,R-HSA-205286,Input,Complex,UniProt:P10721 KIT,P10721
GRB2:SOS interacts with p-KIT,R-HSA-205286,Input,Complex,UniProt:P21583-1 KITLG,P21583
Phosphorylation of JAK2,R-HSA-1433418,Input,SimpleEntity,UniProt:P06241 FYN,P06241
Phosphorylation of JAK2,R-HSA-1433418,Input,SimpleEntity,UniProt:P06239 LCK,P06239
Phosphorylation of JAK2,R-HSA-1433418,Input,SimpleEntity,UniProt:P12931-1 SRC,P12931
Phosphorylation of JAK2,R-HSA-1433418,Input,SimpleEntity,UniProt:P07947 YES1,P07947
Phosphorylation of JAK2,R-HSA-1433418,Input,SimpleEntity,UniProt:P07948 LYN,P07948
Phosphorylation of JAK2,R-HSA-1433418,Input,SimpleEntity,UniProt:P10721 KIT,P10721
Phosphorylation of JAK2,R-HSA-1433418,Input,SimpleEntity,UniProt:P21583-1 KITLG,P21583
Phosphorylation of JAK2,R-HSA-1433418,Input,SimpleEntity,UniProt:O60674 JAK2,O60674
Phosphorylation of JAK2,R-HSA-1433418,Input,Complex,UniProt:P06241 FYN,P06241
Phosphorylation of JAK2,R-HSA-1433418,Input,Complex,UniProt:P06239 LCK,P06239
Phosphorylation of JAK2,R-HSA-1433418,Input,Complex,UniProt:P12931-1 SRC,P12931
Phosphorylation of JAK2,R-HSA-1433418,Input,Complex,UniProt:P07947 YES1,P07947
Phosphorylation of JAK2,R-HSA-1433418,Input,Complex,UniProt:P07948 LYN,P07948
Phosphorylation of JAK2,R-HSA-1433418,Input,Complex,UniProt:P10721 KIT,P10721
Phosphorylation of JAK2,R-HSA-1433418,Input,Complex,UniProt:P21583-1 KITLG,P21583
Phosphorylation of JAK2,R-HSA-1433418,Input,Complex,UniProt:O60674 JAK2,O60674
PTP-RO interacts with p-c-Kit complex,R-HSA-1433423,Input,EntityWithAccessionedSequence,UniProt:Q92729 PTPRU,Q92729
PTP-RO interacts with p-c-Kit complex,R-HSA-1433423,Input,EntityWithAccessionedSequence,UniProt:P10721 KIT,P10721
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,Complex,UniProt:P06241 FYN,P06241
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,Complex,UniProt:P06239 LCK,P06239
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,Complex,UniProt:P12931-1 SRC,P12931
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,Complex,UniProt:P07947 YES1,P07947
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,Complex,UniProt:P07948 LYN,P07948
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,Complex,UniProt:P10721 KIT,P10721
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,Complex,UniProt:P21583-1 KITLG,P21583
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,DefinedSet,UniProt:P06241 FYN,P06241
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,DefinedSet,UniProt:P06239 LCK,P06239
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,DefinedSet,UniProt:P12931-1 SRC,P12931
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,DefinedSet,UniProt:P07947 YES1,P07947
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,DefinedSet,UniProt:P07948 LYN,P07948
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,DefinedSet,UniProt:P10721 KIT,P10721
Interaction of Src family kinases with p-KIT,R-HSA-205205,Input,DefinedSet,UniProt:P21583-1 KITLG,P21583
Interaction of other tyrosine kinases with p-KIT,R-HSA-205328,Input,Complex,UniProt:P16591 FER,P16591
Interaction of other tyrosine kinases with p-KIT,R-HSA-205328,Input,Complex,UniProt:P42680 TEC,P42680
Interaction of other tyrosine kinases with p-KIT,R-HSA-205328,Input,Complex,UniProt:O14757 CHEK1,O14757
Interaction of other tyrosine kinases with p-KIT,R-HSA-205328,Input,Complex,UniProt:P07332 FES,P07332
Interaction of other tyrosine kinases with p-KIT,R-HSA-205328,Input,Complex,UniProt:P10721 KIT,P10721
Interaction of other tyrosine kinases with p-KIT,R-HSA-205328,Input,Complex,UniProt:P21583-1 KITLG,P21583
Interaction of other tyrosine kinases with p-KIT,R-HSA-205328,Input,DefinedSet,UniProt:P16591 FER,P16591
Interaction of other tyrosine kinases with p-KIT,R-HSA-205328,Input,DefinedSet,UniProt:P42680 TEC,P42680
Interaction of other tyrosine kinases with p-KIT,R-HSA-205328,Input,DefinedSet,UniProt:O14757 CHEK1,O14757
Interaction of other tyrosine kinases with p-KIT,R-HSA-205328,Input,DefinedSet,UniProt:P07332 FES,P07332
Interaction of other tyrosine kinases with p-KIT,R-HSA-205328,Input,DefinedSet,UniProt:P10721 KIT,P10721
Interaction of other tyrosine kinases with p-KIT,R-HSA-205328,Input,DefinedSet,UniProt:P21583-1 KITLG,P21583
Phosphorylation and activation of VAV1,R-HSA-1433542,Input,SimpleEntity,UniProt:P06241 FYN,P06241
Phosphorylation and activation of VAV1,R-HSA-1433542,Input,SimpleEntity,UniProt:P06239 LCK,P06239
Phosphorylation and activation of VAV1,R-HSA-1433542,Input,SimpleEntity,UniProt:P12931-1 SRC,P12931
Phosphorylation and activation of VAV1,R-HSA-1433542,Input,SimpleEntity,UniProt:P07947 YES1,P07947
Phosphorylation and activation of VAV1,R-HSA-1433542,Input,SimpleEntity,UniProt:P07948 LYN,P07948
Phosphorylation and activation of VAV1,R-HSA-1433542,Input,SimpleEntity,UniProt:P10721 KIT,P10721
Phosphorylation and activation of VAV1,R-HSA-1433542,Input,SimpleEntity,UniProt:P21583-1 KITLG,P21583
Phosphorylation and activation of VAV1,R-HSA-1433542,Input,SimpleEntity,UniProt:P15498 VAV1,P15498
Phosphorylation and activation of VAV1,R-HSA-1433542,Input,EntityWithAccessionedSequence,UniProt:P06241 FYN,P06241
