ReactioneName,ReactionID,Category,Class,EntityName,UniprotID
"I(1,3,4,6)P4 transports from the cytosol to the nucleus",R-HSA-1855201,Input,SimpleEntity,null,null
1/3-PP-IP5 transports from the cytosol to the nucleus,R-HSA-1855212,Input,DefinedSet,null,null
IP6 transports from the cytosol to the nucleus,R-HSA-1855188,Input,SimpleEntity,null,null
(PP)2-IP4 is dephosphorylated to 5-PP-IP5 by NUDT(1) in the cytosol,R-HSA-1855165,Input,DefinedSet,UniProt:Q96G61 NUDT11,Q96G61
(PP)2-IP4 is dephosphorylated to 5-PP-IP5 by NUDT(1) in the cytosol,R-HSA-1855165,Input,DefinedSet,UniProt:O95989 NUDT3,O95989
(PP)2-IP4 is dephosphorylated to 5-PP-IP5 by NUDT(1) in the cytosol,R-HSA-1855165,Input,DefinedSet,UniProt:Q8NFP7 NUDT10,Q8NFP7
(PP)2-IP4 is dephosphorylated to 5-PP-IP5 by NUDT(1) in the cytosol,R-HSA-1855165,Input,DefinedSet,UniProt:Q9NZJ9 NUDT4,Q9NZJ9
(PP)2-IP4 is dephosphorylated to 5-PP-IP5 by NUDT(1) in the cytosol,R-HSA-1855165,Input,SimpleEntity,UniProt:Q96G61 NUDT11,Q96G61
(PP)2-IP4 is dephosphorylated to 5-PP-IP5 by NUDT(1) in the cytosol,R-HSA-1855165,Input,SimpleEntity,UniProt:O95989 NUDT3,O95989
(PP)2-IP4 is dephosphorylated to 5-PP-IP5 by NUDT(1) in the cytosol,R-HSA-1855165,Input,SimpleEntity,UniProt:Q8NFP7 NUDT10,Q8NFP7
(PP)2-IP4 is dephosphorylated to 5-PP-IP5 by NUDT(1) in the cytosol,R-HSA-1855165,Input,SimpleEntity,UniProt:Q9NZJ9 NUDT4,Q9NZJ9
"PP-IP4 is dephosphorylated to I(1,3,4,5,6)P5 by NUDT4 in the cytosol",R-HSA-1855166,Input,SimpleEntity,UniProt:Q9NZJ9 NUDT4,Q9NZJ9
"PP-IP4 is dephosphorylated to I(1,3,4,5,6)P5 by NUDT4 in the cytosol",R-HSA-1855166,Input,DefinedSet,UniProt:Q9NZJ9 NUDT4,Q9NZJ9
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,R-HSA-1855198,Input,SimpleEntity,UniProt:Q96G61 NUDT11,Q96G61
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,R-HSA-1855198,Input,SimpleEntity,UniProt:O95989 NUDT3,O95989
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,R-HSA-1855198,Input,SimpleEntity,UniProt:Q8NFP7 NUDT10,Q8NFP7
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,R-HSA-1855198,Input,SimpleEntity,UniProt:Q9NZJ9 NUDT4,Q9NZJ9
"1-PP-IP4 is phosphorylated to 1,5-(PP)2-IP3 by IP6K1/3 in the cytosol",R-HSA-1855193,Input,SimpleEntity,UniProt:Q92551 IP6K1,Q92551
"1-PP-IP4 is phosphorylated to 1,5-(PP)2-IP3 by IP6K1/3 in the cytosol",R-HSA-1855193,Input,SimpleEntity,UniProt:Q96PC2 IP6K3,Q96PC2
"I(3,4,5,6)P4 is phosphorylated to I(1,3,4,5,6)P5 by ITPK1 in the cytosol",R-HSA-1855162,Input,SimpleEntity,UniProt:Q13572 ITPK1,Q13572
"1-PP-IP5 is phosphorylated to 1,5-(PP)2-IP4 by IP6K1/3 in the cytosol",R-HSA-1855194,Input,SimpleEntity,UniProt:Q92551 IP6K1,Q92551
"1-PP-IP5 is phosphorylated to 1,5-(PP)2-IP4 by IP6K1/3 in the cytosol",R-HSA-1855194,Input,SimpleEntity,UniProt:Q96PC2 IP6K3,Q96PC2
IP6 is phosphorylated to 5-PP-IP5 by IP6K1/3 in the cytosol,R-HSA-1855227,Input,SimpleEntity,UniProt:Q92551 IP6K1,Q92551
IP6 is phosphorylated to 5-PP-IP5 by IP6K1/3 in the cytosol,R-HSA-1855227,Input,SimpleEntity,UniProt:Q96PC2 IP6K3,Q96PC2
5-PP-IP5 is phosphorylated to 5-PPP-IP5 by IP6K1/3 in the cytosol,R-HSA-1855158,Input,SimpleEntity,UniProt:Q92551 IP6K1,Q92551
5-PP-IP5 is phosphorylated to 5-PPP-IP5 by IP6K1/3 in the cytosol,R-HSA-1855158,Input,SimpleEntity,UniProt:Q96PC2 IP6K3,Q96PC2
"I(1,3,4,5,6)P5 is phosphorylated to 5-PP-IP4 by IP6K1/3 in the cytosol",R-HSA-1855223,Input,SimpleEntity,UniProt:Q92551 IP6K1,Q92551
"I(1,3,4,5,6)P5 is phosphorylated to 5-PP-IP4 by IP6K1/3 in the cytosol",R-HSA-1855223,Input,SimpleEntity,UniProt:Q96PC2 IP6K3,Q96PC2
IP6 is phosphorylated to 1-PP-IP5 by PPIP5K1/2 in the cytosol,R-HSA-1855216,Input,SimpleEntity,UniProt:Q6PFW1 PPIP5K1,Q6PFW1
IP6 is phosphorylated to 1-PP-IP5 by PPIP5K1/2 in the cytosol,R-HSA-1855216,Input,SimpleEntity,UniProt:O43314 PPIP5K2,O43314
"I(1,3,4,5,6)P5 is dephosphorylated to I(3,4,5,6)P4 by ITPK1 in the cytosol",R-HSA-1855219,Input,SimpleEntity,UniProt:Q13572 ITPK1,Q13572
"5-PP-IP5 is phosphorylated to 1,5-(PP)2-IP4 by PPIP5K1/2 in the cytosol",R-HSA-1855182,Input,SimpleEntity,UniProt:Q6PFW1 PPIP5K1,Q6PFW1
"5-PP-IP5 is phosphorylated to 1,5-(PP)2-IP4 by PPIP5K1/2 in the cytosol",R-HSA-1855182,Input,SimpleEntity,UniProt:O43314 PPIP5K2,O43314
"I(1,3,4,5,6)P5 is phosphorylated to IP6 by IPPK in the cytosol",R-HSA-1855179,Input,SimpleEntity,UniProt:Q9H8X2 IPPK,Q9H8X2
(PP)2-IP4 is dephosphorylated to 1/3-PP-IP5 by NUDT(1) in the cytosol,R-HSA-2023973,Input,DefinedSet,UniProt:Q96G61 NUDT11,Q96G61
(PP)2-IP4 is dephosphorylated to 1/3-PP-IP5 by NUDT(1) in the cytosol,R-HSA-2023973,Input,DefinedSet,UniProt:O95989 NUDT3,O95989
(PP)2-IP4 is dephosphorylated to 1/3-PP-IP5 by NUDT(1) in the cytosol,R-HSA-2023973,Input,DefinedSet,UniProt:Q8NFP7 NUDT10,Q8NFP7
(PP)2-IP4 is dephosphorylated to 1/3-PP-IP5 by NUDT(1) in the cytosol,R-HSA-2023973,Input,DefinedSet,UniProt:Q9NZJ9 NUDT4,Q9NZJ9
(PP)2-IP4 is dephosphorylated to 1/3-PP-IP5 by NUDT(1) in the cytosol,R-HSA-2023973,Input,SimpleEntity,UniProt:Q96G61 NUDT11,Q96G61
(PP)2-IP4 is dephosphorylated to 1/3-PP-IP5 by NUDT(1) in the cytosol,R-HSA-2023973,Input,SimpleEntity,UniProt:O95989 NUDT3,O95989
(PP)2-IP4 is dephosphorylated to 1/3-PP-IP5 by NUDT(1) in the cytosol,R-HSA-2023973,Input,SimpleEntity,UniProt:Q8NFP7 NUDT10,Q8NFP7
(PP)2-IP4 is dephosphorylated to 1/3-PP-IP5 by NUDT(1) in the cytosol,R-HSA-2023973,Input,SimpleEntity,UniProt:Q9NZJ9 NUDT4,Q9NZJ9
1/3 PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,R-HSA-2023971,Input,SimpleEntity,UniProt:Q96G61 NUDT11,Q96G61
1/3 PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,R-HSA-2023971,Input,SimpleEntity,UniProt:O95989 NUDT3,O95989
1/3 PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,R-HSA-2023971,Input,SimpleEntity,UniProt:Q8NFP7 NUDT10,Q8NFP7
1/3 PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,R-HSA-2023971,Input,SimpleEntity,UniProt:Q9NZJ9 NUDT4,Q9NZJ9
1/3 PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,R-HSA-2023971,Input,DefinedSet,UniProt:Q96G61 NUDT11,Q96G61
1/3 PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,R-HSA-2023971,Input,DefinedSet,UniProt:O95989 NUDT3,O95989
1/3 PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,R-HSA-2023971,Input,DefinedSet,UniProt:Q8NFP7 NUDT10,Q8NFP7
1/3 PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,R-HSA-2023971,Input,DefinedSet,UniProt:Q9NZJ9 NUDT4,Q9NZJ9
"IP6 is dephosphorylated to I(1,2,4,5,6)P5 by MINPP1 in the ER lumen",R-HSA-1855225,Input,SimpleEntity,UniProt:Q9UNW1 MINPP1,Q9UNW1
"I(1,3,4,5,6)P5 is dephosphorylated to I(1,4,5,6)P4 by MINPP1 in the ER lumen",R-HSA-1855163,Input,SimpleEntity,UniProt:Q9UNW1 MINPP1,Q9UNW1
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by MINPP1 in the ER lumen",R-HSA-1855200,Input,SimpleEntity,UniProt:Q9UNW1 MINPP1,Q9UNW1
"I(1,4,5)P3 transports from the ER lumen to the cytosol",R-HSA-1855217,Input,SimpleEntity,null,null
"I(1,3,4,5,6)P5 transports from the ER lumen to the cytosol",R-HSA-1855155,Input,SimpleEntity,null,null
MIOX oxidises Ins to GlcA,R-HSA-5678327,Input,SimpleEntity,UniProt:Q9UGB7 MIOX,Q9UGB7
"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5A/B at the plasma membrane",R-HSA-1855222,Input,SimpleEntity,UniProt:P32019 INPP5B,P32019
"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5A/B at the plasma membrane",R-HSA-1855222,Input,SimpleEntity,UniProt:Q14642 INPP5A,Q14642
I1P is dephosphorylated to Ins by IMPA1/2 in the cytosol,R-HSA-1855154,Input,SimpleEntity,UniProt:O14732 IMPA2,O14732
I1P is dephosphorylated to Ins by IMPA1/2 in the cytosol,R-HSA-1855154,Input,SimpleEntity,UniProt:P29218 IMPA1,P29218
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol",R-HSA-1855180,Input,SimpleEntity,UniProt:Q96PE3 INPP4A,Q96PE3
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol",R-HSA-1855180,Input,SimpleEntity,UniProt:O15327 INPP4B,O15327
MTMR7 binds MTMR9,R-HSA-6809238,Input,EntityWithAccessionedSequence,UniProt:Q96QG7 MTMR9,Q96QG7
MTMR7 binds MTMR9,R-HSA-6809238,Input,EntityWithAccessionedSequence,UniProt:Q9Y216 MTMR7,Q9Y216
"I(1,4)P2 is dephosphorylated to I4P by INPP1 in the cytosol",R-HSA-1855208,Input,SimpleEntity,UniProt:P49441 INPP1,P49441
Glc6P is isomerised to I3P by ISYNA1 in the cytosol,R-HSA-1855178,Input,SimpleEntity,UniProt:Q9NPH2 ISYNA1,Q9NPH2
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,R-HSA-1855210,Input,SimpleEntity,UniProt:O14732 IMPA2,O14732
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,R-HSA-1855210,Input,SimpleEntity,UniProt:P29218 IMPA1,P29218
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,R-HSA-1855211,Input,SimpleEntity,UniProt:O14732 IMPA2,O14732
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,R-HSA-1855211,Input,SimpleEntity,UniProt:P29218 IMPA1,P29218
"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5(4) in the cytosol",R-HSA-1855174,Input,SimpleEntity,UniProt:O43426 SYNJ1,O43426
"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5(4) in the cytosol",R-HSA-1855174,Input,SimpleEntity,UniProt:Q15735 INPP5J,Q15735
"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5(4) in the cytosol",R-HSA-1855174,Input,SimpleEntity,UniProt:Q01968 OCRL,Q01968
"I(1,3)P2 is dephosphorylated into I1P by MTMR7:MTMR9",R-HSA-6809565,Input,SimpleEntity,UniProt:Q96QG7 MTMR9,Q96QG7
"I(1,3)P2 is dephosphorylated into I1P by MTMR7:MTMR9",R-HSA-6809565,Input,SimpleEntity,UniProt:Q9Y216 MTMR7,Q9Y216
"I(1,3,4)P3 is dephosphorylated to I(3,4)P2 by INPP1 in the cytosol",R-HSA-1855232,Input,SimpleEntity,UniProt:P49441 INPP1,P49441
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol",R-HSA-1855202,Input,SimpleEntity,UniProt:Q96PE3 INPP4A,Q96PE3
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol",R-HSA-1855202,Input,SimpleEntity,UniProt:O15327 INPP4B,O15327
"I(1,3)P2 is dephosphorylated into I1P by MTMR7",R-HSA-6809561,Input,SimpleEntity,UniProt:Q9Y216 MTMR7,Q9Y216
IP6 transports from the nucleus to the ER lumen,R-HSA-1855187,Input,SimpleEntity,null,null
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane",R-HSA-1855213,Input,SimpleEntity,UniProt:Q01968 OCRL,Q01968
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane",R-HSA-1855213,Input,SimpleEntity,UniProt:P32019 INPP5B,P32019
"I(1,3,4)P3 is phosphorylated to I(1,3,4,6)P4 by ITPK1 in the cytosol",R-HSA-1855197,Input,SimpleEntity,UniProt:Q13572 ITPK1,Q13572
"PL(C)D4:3xCa2+ hydrolse PI(4,5)P2 to I(1,4,5)P3 and DAG at the ER membrane",R-HSA-1855214,Input,SimpleEntity,UniProt:Q96BZ4 PLD4,Q96BZ4
"PL(C)D4:3xCa2+ hydrolse PI(4,5)P2 to I(1,4,5)P3 and DAG at the ER membrane",R-HSA-1855214,Input,SimpleEntity,UniProt:Q9BRC7 PLCD4,Q9BRC7
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by cytosolic PLC[2] at the plasma membrane",R-HSA-1855177,Input,SimpleEntity,UniProt:Q15147 PLCB4,Q15147
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by cytosolic PLC[2] at the plasma membrane",R-HSA-1855177,Input,SimpleEntity,UniProt:Q01970 PLCB3,Q01970
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by cytosolic PLC[2] at the plasma membrane",R-HSA-1855177,Input,SimpleEntity,UniProt:Q00722 PLCB2,Q00722
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by cytosolic PLC[2] at the plasma membrane",R-HSA-1855177,Input,SimpleEntity,UniProt:Q9NQ66 PLCB1,Q9NQ66
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by cytosolic PLC[2] at the plasma membrane",R-HSA-1855177,Input,SimpleEntity,UniProt:Q86YW0 PLCZ1,Q86YW0
"I(1,3,4)P3 is phosphorylated to I(1,3,4,5)P4 by ITPK1 in the cytosol",R-HSA-1855172,Input,SimpleEntity,UniProt:Q13572 ITPK1,Q13572
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by tethered PLC[1] at the plasma membrane",R-HSA-1855221,Input,SimpleEntity,UniProt:Q8N3E9 PLCD3,Q8N3E9
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by tethered PLC[1] at the plasma membrane",R-HSA-1855221,Input,SimpleEntity,UniProt:O75038 PLCH2,O75038
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by tethered PLC[1] at the plasma membrane",R-HSA-1855221,Input,SimpleEntity,UniProt:Q9P212 PLCE1,Q9P212
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by tethered PLC[1] at the plasma membrane",R-HSA-1855221,Input,SimpleEntity,UniProt:P16885 PLCG2,P16885
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by tethered PLC[1] at the plasma membrane",R-HSA-1855221,Input,SimpleEntity,UniProt:Q4KWH8 PLCH1,Q4KWH8
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by tethered PLC[1] at the plasma membrane",R-HSA-1855221,Input,SimpleEntity,UniProt:P19174 PLCG1,P19174
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by tethered PLC[1] at the plasma membrane",R-HSA-1855221,Input,SimpleEntity,UniProt:P51178 PLCD1,P51178
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol",R-HSA-1855205,Input,SimpleEntity,UniProt:P60484 PTEN,P60484
"I(1,3,4,6)P4 is dephosphorylated to I(3,4,6)P3 by ITPK1 in the cytosol",R-HSA-1855159,Input,SimpleEntity,UniProt:Q13572 ITPK1,Q13572
"I(1,4,5)P3 is phosphorylated to I(1,3,4,5)P4 by ITPKA/B/C in the cytosol",R-HSA-1855153,Input,SimpleEntity,UniProt:P23677 ITPKA,P23677
"I(1,4,5)P3 is phosphorylated to I(1,3,4,5)P4 by ITPKA/B/C in the cytosol",R-HSA-1855153,Input,SimpleEntity,UniProt:P0DP23 CALM1,P0DP23
"I(1,4,5)P3 is phosphorylated to I(1,3,4,5)P4 by ITPKA/B/C in the cytosol",R-HSA-1855153,Input,SimpleEntity,UniProt:Q96DU7 ITPKC,Q96DU7
"I(1,4,5)P3 is phosphorylated to I(1,3,4,5)P4 by ITPKA/B/C in the cytosol",R-HSA-1855153,Input,SimpleEntity,UniProt:P27987 ITPKB,P27987
"I(3,4,6)P3 is phosphorylated to I(1,3,4,6)P4 by ITPK1 in the cytosol",R-HSA-1855169,Input,SimpleEntity,UniProt:Q13572 ITPK1,Q13572
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5[3]/ITPK1 in the cytosol",R-HSA-1855218,Input,SimpleEntity,UniProt:Q13572 ITPK1,Q13572
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5[3]/ITPK1 in the cytosol",R-HSA-1855218,Input,SimpleEntity,UniProt:O43426 SYNJ1,O43426
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5[3]/ITPK1 in the cytosol",R-HSA-1855218,Input,SimpleEntity,UniProt:Q15735 INPP5J,Q15735
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5[3]/ITPK1 in the cytosol",R-HSA-1855218,Input,SimpleEntity,UniProt:Q92835 INPP5D,Q92835
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5[3]/ITPK1 in the cytosol",R-HSA-1855218,Input,SimpleEntity,UniProt:O15357 INPPL1,O15357
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5[3]/ITPK1 in the cytosol",R-HSA-1855218,Input,SimpleEntity,UniProt:Q01968 OCRL,Q01968
"I(1,3,4,6)P4 is dephosphorylated to I(1,3,4)P3 by ITPK1 in the cytosol",R-HSA-1855171,Input,SimpleEntity,UniProt:Q13572 ITPK1,Q13572
"I(1,3,4,5,6)P5 transports from the ER lumen to the nucleus",R-HSA-1855160,Input,SimpleEntity,null,null
"I(1,4,5,6)P4 transports from the ER lumen to the nucleus",R-HSA-1855189,Input,SimpleEntity,null,null
"I(1,3,4,6)P4 is phosphorylated to I(1,3,4,5,6)P5 by IPMK in the nucleus",R-HSA-1855228,Input,SimpleEntity,UniProt:Q8NFU5 IPMK,Q8NFU5
"I(1,3,4,5,6)P5 is phosphorylated to 5-PP-IP4 by IP6K1/2 in the nucleus",R-HSA-1855181,Input,SimpleEntity,UniProt:Q9UHH9 IP6K2,Q9UHH9
"I(1,3,4,5,6)P5 is phosphorylated to 5-PP-IP4 by IP6K1/2 in the nucleus",R-HSA-1855181,Input,SimpleEntity,UniProt:Q92551 IP6K1,Q92551
"5-PP-IP4 is phosphorylated to 1,5-(PP)2-IP3 by IP6K1/2 in the nucleus",R-HSA-1855230,Input,SimpleEntity,UniProt:Q9UHH9 IP6K2,Q9UHH9
"5-PP-IP4 is phosphorylated to 1,5-(PP)2-IP3 by IP6K1/2 in the nucleus",R-HSA-1855230,Input,SimpleEntity,UniProt:Q92551 IP6K1,Q92551
"I(1,3,4,5,6)P5 is phosphorylated to IP6 by IPPK (IP5-2K) in the nucleus",R-HSA-1855176,Input,SimpleEntity,UniProt:Q9H8X2 IPPK,Q9H8X2
5-PP-IP5 is phosphorylated to 5-PPP-IP5 by IP6K1/2 in the nucleus,R-HSA-1855224,Input,SimpleEntity,UniProt:Q9UHH9 IP6K2,Q9UHH9
5-PP-IP5 is phosphorylated to 5-PPP-IP5 by IP6K1/2 in the nucleus,R-HSA-1855224,Input,SimpleEntity,UniProt:Q92551 IP6K1,Q92551
"1-PP-IP5 is phosphorylated to 1,5-(PP)2-IP4 by IP6K1/2 in the nucleus",R-HSA-1855157,Input,SimpleEntity,UniProt:Q9UHH9 IP6K2,Q9UHH9
"1-PP-IP5 is phosphorylated to 1,5-(PP)2-IP4 by IP6K1/2 in the nucleus",R-HSA-1855157,Input,SimpleEntity,UniProt:Q92551 IP6K1,Q92551
"I(1,3,4,5)P4 is phosphorylated to I(1,3,4,5,6)P5 by IPMK in the nucleus",R-HSA-1855206,Input,SimpleEntity,UniProt:Q8NFU5 IPMK,Q8NFU5
IP6 is phosphorylated to 5-PP-IP5 by IP6K1/2 in the nucleus,R-HSA-1855207,Input,SimpleEntity,UniProt:Q9UHH9 IP6K2,Q9UHH9
IP6 is phosphorylated to 5-PP-IP5 by IP6K1/2 in the nucleus,R-HSA-1855207,Input,SimpleEntity,UniProt:Q92551 IP6K1,Q92551
"I(1,4,5)P3 is phosphorylated to I(1,3,4,5)P4 by IPMK in the nucleus",R-HSA-1855233,Input,SimpleEntity,UniProt:Q8NFU5 IPMK,Q8NFU5
"I(1,4,5,6)P4 is phosphorylated to I(1,3,4,5,6)P5 by IPMK in the nucleus",R-HSA-1855185,Input,SimpleEntity,UniProt:Q8NFU5 IPMK,Q8NFU5
IP6 transports from the cytosol to the ER lumen,R-HSA-1855164,Input,SimpleEntity,null,null
"I(1,3,4,5,6)P5 transports from the cytosol to the ER lumen",R-HSA-1855195,Input,SimpleEntity,null,null
"I(1,3,4,5)P4 transports from the cytosol to the ER lumen",R-HSA-1855186,Input,SimpleEntity,null,null
"I(1,3,4,5,6)P5 transports from the nucleus to the cytosol",R-HSA-1855161,Input,SimpleEntity,null,null
(PP)2-IP4 transports from the nucleus to the cytosol,R-HSA-1855220,Input,DefinedSet,null,null
5-PP-IP4 transports from the nucleus to the cytosol,R-HSA-1855173,Input,SimpleEntity,null,null
5-PP-IP5 transports from the nucleus to the cytosol,R-HSA-1855203,Input,SimpleEntity,null,null
"IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol",R-HSA-169683,Input,SimpleEntity,UniProt:Q14643 ITPR1,Q14643
"IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol",R-HSA-169683,Input,SimpleEntity,UniProt:Q14573 ITPR3,Q14573
"IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol",R-HSA-169683,Input,SimpleEntity,UniProt:Q14571 ITPR2,Q14571
"IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol",R-HSA-169683,Input,SimpleEntity,UniProt:O43865 AHCYL1,O43865
"IP3 binds to the IP3 receptor, opening the endoplasmic reticulum Ca2+ channel",R-HSA-169680,Input,SimpleEntity,UniProt:Q14573 ITPR3,Q14573
"IP3 binds to the IP3 receptor, opening the endoplasmic reticulum Ca2+ channel",R-HSA-169680,Input,SimpleEntity,UniProt:Q14643 ITPR1,Q14643
"IP3 binds to the IP3 receptor, opening the endoplasmic reticulum Ca2+ channel",R-HSA-169680,Input,SimpleEntity,UniProt:Q14571 ITPR2,Q14571
"IP3 binds to the IP3 receptor, opening the endoplasmic reticulum Ca2+ channel",R-HSA-169680,Input,Complex,UniProt:Q14573 ITPR3,Q14573
